1 	 AA01 	 aqua_600_ml 	 3000 	 1 	 3000
33 	 RN01 	 rautan 	 2000 	 1 	 2000
34 	 SPDA03 	 sepeda_anak 	 1560000 	 1 	 1560000
34 	 TP01 	 tipex 	 10000 	 1 	 10000
35 	 MPX01 	 pertamax 	 8000 	 3 	 24000
35 	 MPX02 	 premium 	 7000 	 2 	 14000
36 	 BNP01 	 batrei_panasonik 	 3000 	 3 	 9000
36 	 SPDA02 	 sepeda_lipat 	 4650000 	 1 	 4650000
36 	 TBS01 	 teh_sosro 	 5000 	 1 	 5000
37 	 MSHP01 	 mouse_rellion 	 100000 	 1 	 100000
37 	 KBHP02 	 keyboard_hp 	 135000 	 1 	 135000
37 	 LPAS01 	 laptop_asus_i3 	 4560000 	 1 	 4560000
38 	 TVLG03 	 tv_lg_21" 	 12000000 	 1 	 12000000
38 	 MSCC03 	 mesin_cuci_sanyo 	 3670000 	 1 	 3670000
39 	 SAS01 	 sasa 	 8000 	 3 	 24000
39 	 BHJ01 	 bihun_jagung 	 4000 	 3 	 12000
39 	 TLZ01 	 Toner_Lazer_36_A 	 700000 	 1 	 700000
39 	 SN01 	 sunlight 	 1500 	 1 	 1500
40 	 KGP01 	 kertas_boldun 	 35000 	 1 	 35000
40 	 KRT09 	 kertas_fax 	 18000 	 1 	 18000
40 	 TLZ01 	 Toner_Lazer_36_A 	 700000 	 1 	 700000
41 	 SGB01 	 spring_bed 	 700000 	 1 	 700000
41 	 BKK01 	 baju_koko 	 85000 	 1 	 85000
42 	 BLBK01 	 bola_basket_kecil 	 150000 	 1 	 150000
42 	 BLFS01 	 bola_futsal_adidas 	 200000 	 1 	 200000
42 	 SPD02 	 spidol_permanen 	 50000 	 1 	 50000
43 	 SSG01 	 sarung_gajah 	 85000 	 1 	 85000
43 	 HD01 	 handuk_besar 	 40000 	 1 	 40000
43 	 HD02 	 handuk_kecil 	 15000 	 1 	 15000
44 	 ACDK03 	 ac_daikin_1_1/2pk 	 7320000 	 1 	 7320000
44 	 TVLG02 	 tv_lg_30" 	 24000000 	 1 	 24000000
45 	 SPDA02 	 sepeda_lipat 	 4650000 	 1 	 4650000
45 	 BLBK02 	 bola_basket_besar 	 220000 	 1 	 220000
46 	 BU01 	 baso_urat 	 30000 	 3 	 90000
46 	 SKB01 	 susu_kambing 	 30000 	 1 	 30000
47 	 AA01 	 aqua_600_ml 	 3000 	 1 	 3000
47 	 AA02 	 aqua_1500_ml 	 6000 	 1 	 6000
47 	 AA03 	 aqua_600_ml_1dus 	 25000 	 1 	 25000
47 	 BP01 	 beras_pandan_18kg 	 170000 	 1 	 170000
47 	 BS01 	 bihun_super 	 8000 	 1 	 8000
48 	 GM01 	 gula_merah1/2kg 	 5000 	 1 	 5000
48 	 GM02 	 gula_merah1/4 	 3000 	 1 	 3000
48 	 GP01 	 gula_pasir1kg 	 8000 	 1 	 8000
49 	 MS01 	 supermi_1dus 	 44000 	 2 	 88000
49 	 TL01 	 telur_1kg 	 10000 	 1 	 10000
49 	 BP01 	 beras_pandan_18kg 	 170000 	 1 	 170000
49 	 AA02 	 aqua_1500_ml 	 6000 	 1 	 6000
50 	 MSLT01 	 mouse_logitech_b100 	 110000 	 1 	 110000
50 	 MSHP01 	 mouse_rellion 	 100000 	 1 	 100000
50 	 LPAS01 	 laptop_asus_i3 	 4560000 	 1 	 4560000
51 	 AA01 	 aqua_600_ml 	 3000 	 2 	 6000
51 	 FLD01 	 flashdisk4gb 	 50000 	 2 	 100000
51 	 AA03 	 aqua_600_ml_1dus 	 25000 	 1 	 25000
51 	 BHJ01 	 bihun_jagung 	 4000 	 1 	 4000
51 	 STB01 	 stabilo 	 4000 	 1 	 4000
51 	 FBL01 	 faber_castel 	 5000 	 1 	 5000
52 	 SPD01 	 spidol 	 6000 	 2 	 12000
52 	 LUH01 	 lem_uhu 	 7000 	 1 	 7000
52 	 PGB01 	 penggaris_besi 	 3000 	 1 	 3000
52 	 AA03 	 aqua_600_ml_1dus 	 25000 	 1 	 25000
53 	 BP02 	 beras_pandan_25kg 	 250000 	 1 	 250000
53 	 AS03 	 sanqua_220_ml 	 500 	 1 	 500
53 	 MS01 	 supermi_1dus 	 44000 	 1 	 44000
53 	 CTR01 	 cutter 	 8000 	 1 	 8000
53 	 KGP01 	 kertas_boldun 	 35000 	 1 	 35000
53 	 BHJ01 	 bihun_jagung 	 4000 	 1 	 4000
54 	 JJS01 	 jas_hujan 	 175000 	 1 	 175000
54 	 TP01 	 tipex 	 10000 	 1 	 10000
54 	 BLBK01 	 bola_basket_kecil 	 150000 	 1 	 150000
54 	 KPS01 	 kapas_wajah 	 5000 	 1 	 5000
55 	 TP01 	 tipex 	 10000 	 2 	 20000
55 	 SPD02 	 spidol_permanen 	 50000 	 1 	 50000
56 	 MSCC02 	 mesin_cuci_lg 	 4145000 	 2 	 8290000
57 	 HD02 	 handuk_kecil 	 15000 	 2 	 30000
57 	 HD01 	 handuk_besar 	 40000 	 1 	 40000
57 	 RN01 	 rautan 	 2000 	 1 	 2000
58 	 LPAS01 	 laptop_asus_i3 	 4560000 	 1 	 4560000
59 	 AA01 	 aqua_600_ml 	 3000 	 3 	 9000
59 	 MFL01 	 minyak_filma2lt 	 22000 	 2 	 44000
59 	 BHJ01 	 bihun_jagung 	 4000 	 1 	 4000
59 	 PGB01 	 penggaris_besi 	 3000 	 1 	 3000
59 	 PPM01 	 pop_mie 	 5000 	 1 	 5000
60 	 BFI01 	 boxfile_index 	 12000 	 2 	 24000
60 	 LUH01 	 lem_uhu 	 7000 	 1 	 7000
60 	 PNG01 	 snow_eraser 	 5000 	 1 	 5000
60 	 FBL02 	 faber_castel1pc 	 30000 	 1 	 30000
61 	 FLD01 	 flashdisk4gb 	 50000 	 1 	 50000
62 	 FLD02 	 flashdisk8gb 	 60000 	 1 	 60000
62 	 SAS01 	 sasa 	 8000 	 1 	 8000
63 	 GP01 	 gula_pasir1kg 	 8000 	 1 	 8000
64 	 MS01 	 supermi_1dus 	 44000 	 5 	 220000
65 	 GTJ01 	 gunting_joyko 	 5000 	 1 	 5000
65 	 NB01 	 nabati 	 1000 	 1 	 1000
65 	 TL01 	 telur_1kg 	 10000 	 1 	 10000
66 	 BHJ01 	 bihun_jagung 	 4000 	 6 	 24000
67 	 FLD02 	 flashdisk8gb 	 60000 	 1 	 60000
67 	 KP01 	 kopiko 	 6000 	 1 	 6000
68 	 KGP01 	 kertas_boldun 	 35000 	 7 	 245000
69 	 MS01 	 supermi_1dus 	 44000 	 2 	 88000
69 	 BFI01 	 boxfile_index 	 12000 	 1 	 12000
70 	 JJS01 	 jas_hujan 	 175000 	 1 	 175000
71 	 MSCC02 	 mesin_cuci_lg 	 4145000 	 1 	 4145000
72 	 TP01 	 tipex 	 10000 	 1 	 10000
72 	 SKB01 	 susu_kambing 	 30000 	 1 	 30000
72 	 SSP01 	 sarung_saphire 	 80000 	 1 	 80000
73 	 MSI02 	 indomie_goreng 	 2500 	 1 	 2500
73 	 BU01 	 baso_urat 	 30000 	 1 	 30000
73 	 SPD02 	 spidol_permanen 	 50000 	 1 	 50000
74 	 BU01 	 baso_urat 	 30000 	 3 	 90000
75 	 HD01 	 handuk_besar 	 40000 	 2 	 80000
75 	 RN01 	 rautan 	 2000 	 1 	 2000
75 	 SPD01 	 spidol 	 6000 	 1 	 6000
76 	 SPDA01 	 sepeda_gunung 	 15540000 	 1 	 15540000
77 	 PNG01 	 snow_eraser 	 5000 	 1 	 5000
77 	 FLD01 	 flashdisk4gb 	 50000 	 1 	 50000
78 	 BP01 	 beras_pandan_18kg 	 170000 	 1 	 170000
78 	 AA03 	 aqua_600_ml_1dus 	 25000 	 1 	 25000
79 	 FLD02 	 flashdisk8gb 	 60000 	 1 	 60000
79 	 MW01 	 miwon 	 8000 	 1 	 8000
79 	 SAS01 	 sasa 	 8000 	 1 	 8000
80 	 MS01 	 supermi_1dus 	 44000 	 1 	 44000
80 	 FBL01 	 faber_castel 	 5000 	 1 	 5000
80 	 KRT09 	 kertas_fax 	 18000 	 1 	 18000
81 	 STB01 	 stabilo 	 4000 	 1 	 4000
81 	 KGP01 	 kertas_boldun 	 35000 	 1 	 35000
81 	 LUH01 	 lem_uhu 	 7000 	 1 	 7000
81 	 FBL01 	 faber_castel 	 5000 	 1 	 5000
81 	 BFI01 	 boxfile_index 	 12000 	 1 	 12000
82 	 KRT09 	 kertas_fax 	 18000 	 1 	 18000
83 	 KRT09 	 kertas_fax 	 18000 	 1 	 18000
83 	 BFI01 	 boxfile_index 	 12000 	 1 	 12000
83 	 BP02 	 beras_pandan_25kg 	 250000 	 1 	 250000
84 	 KRT09 	 kertas_fax 	 18000 	 2 	 36000
84 	 LUH01 	 lem_uhu 	 7000 	 1 	 7000
84 	 TLZ01 	 Toner_Lazer_36_A 	 700000 	 1 	 700000
85 	 PGB01 	 penggaris_besi 	 3000 	 1 	 3000
85 	 STB01 	 stabilo 	 4000 	 1 	 4000
85 	 FLD01 	 flashdisk4gb 	 50000 	 1 	 50000
86 	 AA01 	 aqua_600_ml 	 3000 	 4 	 12000
86 	 BP01 	 beras_pandan_18kg 	 170000 	 1 	 170000
87 	 AA02 	 aqua_1500_ml 	 6000 	 1 	 6000
87 	 AA03 	 aqua_600_ml_1dus 	 25000 	 1 	 25000
87 	 AS03 	 sanqua_220_ml 	 500 	 1 	 500
88 	 FBL01 	 faber_castel 	 5000 	 1 	 5000
88 	 BP01 	 beras_pandan_18kg 	 170000 	 1 	 170000
88 	 BP02 	 beras_pandan_25kg 	 250000 	 1 	 250000
88 	 TLZ01 	 Toner_Lazer_36_A 	 700000 	 1 	 700000
89 	 FLD01 	 flashdisk4gb 	 50000 	 1 	 50000
89 	 FLD02 	 flashdisk8gb 	 60000 	 1 	 60000
90 	 FLD01 	 flashdisk4gb 	 50000 	 1 	 50000
90 	 AA01 	 aqua_600_ml 	 3000 	 1 	 3000
91 	 KPS01 	 kapas_wajah 	 5000 	 1 	 5000
91 	 MSHP01 	 mouse_rellion 	 100000 	 1 	 100000
91 	 TVLG01 	 tv_lg_60" 	 45000000 	 1 	 45000000
91 	 TP01 	 tipex 	 10000 	 1 	 10000
92 	 TP01 	 tipex 	 10000 	 4 	 40000
93 	 ACDK01 	 ac_daikin_1/2pk 	 3477000 	 1 	 3477000
94 	 BBT01 	 baju_batik 	 55000 	 1 	 55000
95 	 SSG01 	 sarung_gajah 	 85000 	 1 	 85000
95 	 SJP01 	 sandal_jepit 	 12000 	 1 	 12000
95 	 JJS01 	 jas_hujan 	 175000 	 1 	 175000
96 	 LKD01 	 lakban_roll 	 9000 	 1 	 9000
96 	 MS01 	 supermi_1dus 	 44000 	 1 	 44000
96 	 PNG01 	 snow_eraser 	 5000 	 1 	 5000
97 	 FBL01 	 faber_castel 	 5000 	 2 	 10000
98 	 TLZ01 	 Toner_Lazer_36_A 	 700000 	 1 	 700000
98 	 MW01 	 miwon 	 8000 	 1 	 8000
99 	 BFI01 	 boxfile_index 	 12000 	 5 	 60000
99 	 FBL02 	 faber_castel1pc 	 30000 	 1 	 30000
100 	 TLZ01 	 Toner_Lazer_36_A 	 700000 	 1 	 700000
101 	 KGP01 	 kertas_boldun 	 35000 	 1 	 35000
101 	 FLD01 	 flashdisk4gb 	 50000 	 1 	 50000
102 	 AA01 	 aqua_600_ml 	 3000 	 2 	 6000
102 	 AA03 	 aqua_600_ml_1dus 	 25000 	 1 	 25000
102 	 BP01 	 beras_pandan_18kg 	 170000 	 1 	 170000
103 	 BP02 	 beras_pandan_25kg 	 250000 	 2 	 500000
103 	 BP01 	 beras_pandan_18kg 	 170000 	 1 	 170000
